NAME,Population,Median_Income
"Edgefield County, South Carolina",26927,23712
"Chester County, South Carolina",32311,23837
"Colleton County, South Carolina",37585,21844
"Marion County, South Carolina",31308,19308
"Lexington County, South Carolina",290278,32024
"Oconee County, South Carolina",77528,25517
"Berkeley County, South Carolina",215044,31055
"Charleston County, South Carolina",401165,34431
"Georgetown County, South Carolina",61952,23586
"Marlboro County, South Carolina",26753,19932
"Anderson County, South Carolina",198064,26409
"Chesterfield County, South Carolina",45953,22239
"Greenwood County, South Carolina",70411,23996
"Horry County, South Carolina",332172,25980
"Kershaw County, South Carolina",65112,27414
"Orangeburg County, South Carolina",87687,20977
"Spartanburg County, South Carolina",307617,26358
"Bamberg County, South Carolina",14376,19520
"Beaufort County, South Carolina",186095,31632
"Calhoun County, South Carolina",14663,27528
"Dillon County, South Carolina",30689,18455
"Saluda County, South Carolina",20303,22811
"Richland County, South Carolina",411357,27682
"Fairfield County, South Carolina",22565,23993
"Hampton County, South Carolina",19564,21343
"Greenville County, South Carolina",507003,30374
"Lancaster County, South Carolina",92308,28557
"Dorchester County, South Carolina",158299,31613
"Florence County, South Carolina",138475,25706
"Laurens County, South Carolina",66846,21883
"McCormick County, South Carolina",9531,23510
"Pickens County, South Carolina",124029,23331
"Union County, South Carolina",27490,21599
"Williamsburg County, South Carolina",31324,20438
"Aurora County, South Dakota",2763,35781
"Grant County, South Dakota",7149,32478
"Tripp County, South Dakota",5458,28905
"Ziebach County, South Dakota",2791,21181
"Spink County, South Dakota",6483,31111
"Bon Homme County, South Dakota",6929,25382
"Brookings County, South Dakota",34601,26704
"Fall River County, South Dakota",6747,24749
"Hamlin County, South Dakota",6025,32500
"Jackson County, South Dakota",3290,17050
"Custer County, South Dakota",8719,31570
"Hyde County, South Dakota",1319,34196
"Faulk County, South Dakota",2312,29184
"Hutchinson County, South Dakota",7308,30145
"Walworth County, South Dakota",5457,31106
"Buffalo County, South Dakota",2026,15181
"Day County, South Dakota",5486,27029
"Douglas County, South Dakota",2929,27436
"Harding County, South Dakota",1306,33523
"McPherson County, South Dakota",2297,25558
"Roberts County, South Dakota",10287,26253
"Sully County, South Dakota",1305,36450
"Lincoln County, South Dakota",56826,39432
"Lake County, South Dakota",12717,28121
"Lawrence County, South Dakota",25478,27320
"Codington County, South Dakota",28026,31021
"Butte County, South Dakota",10225,25160
"Corson County, South Dakota",4150,21172
"Edmunds County, South Dakota",3909,36104
"Campbell County, South Dakota",1485,31790
"Bennett County, South Dakota",3425,24988
"Haakon County, South Dakota",2018,25625
"Jones County, South Dakota",793,30053
"Meade County, South Dakota",27717,30410
"Turner County, South Dakota",8300,31455
"Brown County, South Dakota",38915,32380
"Hanson County, South Dakota",3399,31341
"McCook County, South Dakota",5548,32425
"Mellette County, South Dakota",2052,17740
"Moody County, South Dakota",6507,32692
"Pennington County, South Dakota",110685,29805
"Union County, South Dakota",15368,37384
"Miner County, South Dakota",2211,29577
"Asotin County, Washington",22421,27238
"Adams County, Washington",19594,24178
"Garfield County, Washington",2230,27941
"Mason County, Washington",63804,28386
"Skagit County, Washington",125612,32180
"Stevens County, Washington",44655,25440
"Spokane County, Washington",505505,30173
"Lincoln County, Washington",10574,29446
"Chelan County, Washington",76229,28892
"Jefferson County, Washington",31285,29678
"Kitsap County, Washington",265882,36449
"King County, Washington",2195502,45489
"Pacific County, Washington",21688,24234
"Pend Oreille County, Washington",13377,27528
"San Juan County, Washington",16788,33216
"Skamania County, Washington",11753,31344
"Whitman County, Washington",49231,17679
"Yakima County, Washington",249697,25527
"Clallam County, Washington",75392,27638
"Cowlitz County, Washington",106778,27688
"Ferry County, Washington",7578,23052
"Lewis County, Washington",78145,26381
"Douglas County, Washington",42023,30106
"Island County, Washington",82866,33871
"Pierce County, Washington",877013,36273
"Franklin County, Washington",92009,28942
"Walla Walla County, Washington",60365,28051
"Whatcom County, Washington",220821,29769
"Grant County, West Virginia",11616,23007
"Hampshire County, West Virginia",23309,25543
"Brooke County, West Virginia",22459,27808
"Doddridge County, West Virginia",8560,21366
"Hardy County, West Virginia",13805,24484
"Marion County, West Virginia",56355,26069
"Mingo County, West Virginia",24290,20956
"Hancock County, West Virginia",29383,25976
"Marshall County, West Virginia",31308,25627
"Nicholas County, West Virginia",25078,22673
"Tucker County, West Virginia",6982,25045
"Tyler County, West Virginia",8811,24476
"Roane County, West Virginia",14020,21446
"Taylor County, West Virginia",16864,25791
"Wood County, West Virginia",84960,26052
"Gilmer County, West Virginia",8041,18646
"Mason County, West Virginia",26820,25409
"Monroe County, West Virginia",13401,22752
"Pleasants County, West Virginia",7482,25660
"Cabell County, West Virginia",94339,22326
"Jefferson County, West Virginia",56506,34869
"Logan County, West Virginia",33154,22558
"Pendleton County, West Virginia",7001,22380
"Harrison County, West Virginia",67908,27547
"Ohio County, West Virginia",42143,26881
"Calhoun County, West Virginia",7295,19188
"Morgan County, West Virginia",17709,27047
"Raleigh County, West Virginia",75252,23997
"Putnam County, West Virginia",56610,32009
"Barbour County, West Virginia",16633,21612
"McDowell County, West Virginia",18661,17088
"Wayne County, West Virginia",40303,21185
"Jackson County, West Virginia",28907,26611
"Mercer County, West Virginia",59919,22391
"Upshur County, West Virginia",24502,24107
"Webster County, West Virginia",8386,20469
"Berkeley County, West Virginia",115329,31811
"Fayette County, West Virginia",43576,22401
"Iron County, Wisconsin",5687,25505
"Clark County, Wisconsin",34579,29167
"St. Croix County, Wisconsin",88732,41079
"Oconto County, Wisconsin",37646,31619
"Lincoln County, Wisconsin",27744,31364
"Waupaca County, Wisconsin",51245,30707
"Barron County, Wisconsin",45229,27608
"Sawyer County, Wisconsin",16399,26906
"Green Lake County, Wisconsin",18755,30362
"Price County, Wisconsin",13416,27162
"Marquette County, Wisconsin",15304,28615
"Marinette County, Wisconsin",40391,26923
"Milwaukee County, Wisconsin",951226,30129
"Shelby County, Missouri",6013,24780
"Webster County, Missouri",38655,26009
"Atchison County, Missouri",5229,28101
"Bates County, Missouri",16296,26493
"Benton County, Missouri",19107,21691
"Carter County, Missouri",6147,20879
"Dade County, Missouri",7578,20907
"Racine County, Wisconsin",195602,31195
"Winnebago County, Wisconsin",170411,31111
"Forest County, Wisconsin",8995,25423
"Green County, Wisconsin",36896,32730
"Rusk County, Wisconsin",14132,26765
"Shawano County, Wisconsin",40904,29799
"Langlade County, Wisconsin",19146,27700
"Outagamie County, Wisconsin",185700,33629
"Vernon County, Wisconsin",30633,28462
"Columbia County, Wisconsin",57133,36664
"Kewaunee County, Wisconsin",20387,33195
"Brown County, Wisconsin",261368,32799
"Eau Claire County, Wisconsin",103514,29023
"Oneida County, Wisconsin",35381,28825
"Polk County, Wisconsin",43438,31523
"Washburn County, Wisconsin",15688,28390
"Waukesha County, Wisconsin",400475,41242
"Walworth County, Wisconsin",103074,29626
"Crawford County, Wisconsin",16235,27605
"Juneau County, Wisconsin",26478,27577
"Sauk County, Wisconsin",63922,31042
"Washington County, Wisconsin",134925,39079
"Chippewa County, Wisconsin",63892,30668
"Dane County, Wisconsin",536078,38191
"Douglas County, Wisconsin",43295,29967
"Jackson County, Wisconsin",20522,27439
"Iowa County, Wisconsin",23618,35190
"Ozaukee County, Wisconsin",88597,40734
"Portage County, Wisconsin",70632,29393
"Rock County, Wisconsin",162152,30624
"Taylor County, Wisconsin",20325,30638
"Adams County, Wisconsin",20094,24940
"Bayfield County, Wisconsin",14993,29710
"Monroe County, Wisconsin",45771,31946
"Wood County, Wisconsin",73112,31081
"Ashland County, Wisconsin",15617,23772
"Florence County, Wisconsin",4314,27257
"Jefferson County, Wisconsin",84701,31785
"Campbell County, Wyoming",47409,41471
"Lincoln County, Wyoming",19274,30881
"Natrona County, Wyoming",80333,32749
"Converse County, Wyoming",13921,34183
"Niobrara County, Wyoming",2422,21065
"Sweetwater County, Wyoming",43521,36512
"Warren County, Tennessee",40702,23268
"Washington County, Tennessee",127805,24948
"Weakley County, Tennessee",33510,21594
"Benton County, Tennessee",16140,19844
"Bledsoe County, Tennessee",14836,23166
"Campbell County, Tennessee",39797,21656
"Cannon County, Tennessee",14178,27262
"Houston County, Tennessee",8164,23090
"Maury County, Tennessee",91976,30161
"Polk County, Texas",48913,25626
"Refugio County, Texas",7145,22952
"Van Zandt County, Texas",55103,26570
"Caldwell County, Texas",42144,27173
"Wilbarger County, Texas",12833,24911
"Martin County, Texas",5649,33282
"Linn County, Missouri",12113,26909
"Howell County, Missouri",40104,21380
"Johnson County, Missouri",53682,25893
"Laclede County, Missouri",35531,25278
"Maries County, Missouri",8803,26802
"Phelps County, Missouri",44630,24011
"Platte County, Missouri",100682,39879
"St. Francois County, Missouri",66643,23815
"St. Louis city, Missouri",308174,28186
"Andrew County, Missouri",17503,30478
"Butler County, Missouri",42656,21207
"Carroll County, Missouri",8781,25904
"Daviess County, Missouri",8295,25878
"Holt County, Missouri",4432,28772
"Marion County, Missouri",28608,25606
"Osage County, Missouri",13615,31440
"Ripley County, Missouri",13567,17408
"Warren County, Missouri",34453,29000
"Washington County, Missouri",24860,20390
"Christian County, Missouri",85658,30295
"DeKalb County, Missouri",12526,28051
"Harrison County, Missouri",8491,23496
"Lafayette County, Missouri",32597,29888
"Adair County, Missouri",25369,20211
"Scotland County, Missouri",4902,27390
"Sullivan County, Missouri",6247,25013
"Clark County, Missouri",6779,25281
"Jasper County, Missouri",119920,25861
"Lewis County, Missouri",9955,23806
"McDonald County, Missouri",22782,24130
"Perry County, Missouri",19191,28678
"Polk County, Missouri",31748,21765
"Ray County, Missouri",22875,30594
"Hill County, Montana",16436,25932
"Chouteau County, Montana",5732,24726
"Lincoln County, Montana",19537,21649
"Park County, Montana",16352,30906
"Treasure County, Montana",668,27500
"Blaine County, Montana",6719,23482
"Sweet Grass County, Montana",3670,26618
"Teton County, Montana",6086,27392
"Prairie County, Montana",1252,23077
"Glacier County, Montana",13732,20169
"Fallon County, Montana",2921,38867
"Golden Valley County, Montana",728,22246
"Silver Bow County, Montana",34770,25309
"Stillwater County, Montana",9466,30618
"Jefferson County, Montana",11917,31749
"Granite County, Montana",3311,24408
"Wheatland County, Montana",2142,24337
"Madison County, Montana",8302,26081
"Sheridan County, Montana",3483,30951
"Carter County, Montana",1331,30061
"Big Horn County, Montana",13387,25387
"Lake County, Montana",30013,23843
"Lewis and Clark County, Montana",67805,33992
"Pondera County, Montana",5994,26273
"Yellowstone County, Montana",159008,32306
"Missoula County, Montana",117309,26424
"Yoakum County, Texas",8631,34598
"Hale County, Texas",33826,25386
"Shelby County, Texas",25349,22658
"Red River County, Texas",12171,22731
"Runnels County, Texas",10277,24755
"Sutton County, Texas",3824,30298
"Tom Green County, Texas",117986,27568
"Victoria County, Texas",92109,27297
"Wharton County, Texas",41577,26008
"Wichita County, Texas",131596,25448
"Borden County, Texas",613,35926
"Marion County, Texas",10017,22340
"Maverick County, Texas",58174,18489
"Grayson County, Texas",131014,27892
"Live Oak County, Texas",12139,24005
"Palo Pinto County, Texas",28540,23594
"Karnes County, Texas",15545,27036
"DeWitt County, Texas",20340,27063
"Callahan County, Texas",13856,26843
"Cass County, Texas",30059,24905
"Gregg County, Texas",123443,25980
"Madison County, Texas",14197,24769
"Lubbock County, Texas",304808,26244
"Kaufman County, Texas",123804,31774
"Kendall County, Texas",43769,34853
"Floyd County, Texas",5803,25377
"Bailey County, Texas",7100,25217
"Chambers County, Texas",41305,37261
"Bell County, Texas",348574,29284
"Cameron County, Texas",421666,19933
"Deaf Smith County, Texas",18736,28087
"El Paso County, Texas",836062,23153
"La Salle County, Texas",7416,20019
"Terrell County, Texas",896,24069
"Tyler County, Texas",21518,22214
"Wheeler County, Texas",5338,27031
"Archer County, Texas",8716,32611
"Brewster County, Texas",9231,27435
"Hidalgo County, Texas",855176,19271
"Smith County, Texas",227449,27384
"Crockett County, Texas",3484,31618
"Haskell County, Texas",5726,20731
"Howard County, Texas",36349,25808
"Mills County, Texas",4889,20128
"Montague County, Texas",19489,27018
"Panola County, Texas",23327,26162
"Sabine County, Texas",10471,20582
"Sherman County, Texas",3059,28307
"Swisher County, Texas",7432,21851
"Hunt County, Texas",94162,26198
"Camp County, Texas",12878,25628
"Hansford County, Texas",5520,24501
"Guadalupe County, Texas",158966,33952
"Clay County, Texas",10403,27652
"Hartley County, Texas",5669,34152
"Reagan County, Texas",3766,38030
"Hill County, Texas",35689,25335
"Limestone County, Texas",23417,23703
"Nacogdoches County, Texas",65339,21426
"Parmer County, Texas",9718,29158
"Parker County, Texas",133811,32185
"Ravalli County, Montana",42512,25250
"Valley County, Montana",7471,27337
"Cascade County, Montana",81625,28467
"Fergus County, Montana",11221,27245
"Garfield County, Montana",1036,24904
"Mineral County, Montana",4251,21457
"Petroleum County, Montana",453,32031
"Powell County, Montana",6854,23966
"Sanders County, Montana",11681,20894
"Wibaux County, Montana",1122,33634
"Gallatin County, Montana",108063,31088
"Meagher County, Montana",1888,22978
"Carbon County, Montana",10597,29315
"Beaverhead County, Montana",9415,22728
"Flathead County, Montana",99899,28269
"Musselshell County, Montana",4766,26137
"Harlan County, Nebraska",3415,30629
"York County, Nebraska",13745,29530
"Buffalo County, Nebraska",49209,29034
"Colfax County, Nebraska",10714,30922
"Hitchcock County, Nebraska",2815,27922
"Platte County, Nebraska",33174,31704
"Polk County, Nebraska",5225,31955
"Box Butte County, Nebraska",10970,31370
"Brown County, Nebraska",3015,27052
"Sheridan County, Nebraska",5231,25100
"Lancaster County, Nebraska",313158,31293
"Nuckolls County, Nebraska",4244,24586
"Banner County, Nebraska",722,31667
"Frontier County, Nebraska",2640,28080
"Douglas County, Nebraska",560617,34837
"Richardson County, Nebraska",7961,26924
"Holt County, Nebraska",10177,31359
"Furnas County, Nebraska",4747,27219
"Saline County, Nebraska",14270,27154
"Thurston County, Nebraska",7181,24607
"Washington County, Nebraska",20361,38306
"Cherry County, Nebraska",5779,30706
"Dodge County, Nebraska",36665,28702
"Garden County, Nebraska",1864,26809
"Morrill County, Nebraska",4781,26909
"Nemaha County, Nebraska",6973,26546
"Thomas County, Nebraska",645,30556
"Dakota County, Nebraska",20173,29788
"Antelope County, Nebraska",6341,27204
"Chase County, Nebraska",3783,31402
"Clay County, Nebraska",6203,30360
"Custer County, Nebraska",10826,29112
"Franklin County, Nebraska",2987,27422
"Hamilton County, Nebraska",9215,32042
"Jefferson County, Nebraska",7144,27036
"Keith County, Nebraska",8068,27512
"Loup County, Nebraska",605,24773
"Perkins County, Nebraska",2901,36429
"Saunders County, Nebraska",21165,35500
"Scotts Bluff County, Nebraska",36074,27447
"Keya Paha County, Nebraska",760,27195
"Kimball County, Nebraska",3633,28264
"Lincoln County, Nebraska",35263,30714
"Presidio County, Texas",6975,14817
"Val Verde County, Texas",48969,21541
"Culberson County, Texas",2214,16921
"Ector County, Texas",160579,31823
"Garza County, Texas",6070,23376
"Glasscock County, Texas",1510,23286
"Grimes County, Texas",27984,26262
"Collin County, Texas",973977,46479
"Angelina County, Texas",87322,24657
"Cottle County, Texas",1642,19886
"Hays County, Texas",213366,31519
"Brazoria County, Texas",360677,40496
"Donley County, Texas",3342,23774
"Atascosa County, Texas",49528,24278
"Nolan County, Texas",14904,23370
"Hudspeth County, Texas",4415,14326
"Ward County, Texas",11658,31467
"Harrison County, Texas",66580,26572
"Menard County, Texas",2119,22898
"Fayette County, Texas",25141,30069
"Williamson County, Texas",547604,39583
"Hutchinson County, Texas",21344,24896
"Morris County, Texas",12373,23596
"Orange County, Texas",84069,31543
"Winkler County, Texas",7867,28788
"Harris County, Texas",4646630,31323
"Burnet County, Texas",46530,27425
"Gillespie County, Texas",26459,28772
"Dallas County, Texas",2606868,31136
"McMullen County, Texas",774,32325
"Young County, Texas",18036,27199
"Johnson County, Texas",167212,31846
"Hopkins County, Texas",36486,26608
"Ochiltree County, Texas",10131,24270
"Knox County, Texas",3705,26690
"McLennan County, Texas",251089,25390
"Concho County, Texas",3266,24384
"Edwards County, Texas",1918,19526
"Eastland County, Texas",18273,20255
"Jeff Davis County, Texas",2241,27405
"Jim Hogg County, Texas",5231,19364
"Montgomery County, Texas",571949,37915
"Dimmit County, Texas",10438,15656
"Webb County, Texas",273526,21894
"Armstrong County, Texas",1973,31212
"Castro County, Texas",7673,28772
"Kleberg County, Texas",30974,22844
"Cooke County, Texas",40041,30926
"Crosby County, Texas",5836,22188
"Fisher County, Texas",3856,27609
"Duval County, Texas",11268,20615
"Blanco County, Texas",11478,30193
"Jasper County, Texas",35506,24871
"Jefferson County, Texas",254340,27672
"Kinney County, Texas",3659,19296
"Oldham County, Texas",2094,27938
"Lamb County, Texas",13123,24806
"Lipscomb County, Texas",3398,27259
"McCulloch County, Texas",8057,23211
"Mason County, Texas",4186,26329
"Dickens County, Texas",2203,23000
"Pierce County, Nebraska",7144,34406
"Sioux County, Nebraska",1219,28917
"Burt County, Nebraska",6510,30128
"Cass County, Nebraska",25888,36303
"Cuming County, Nebraska",8952,31859
"Dixon County, Nebraska",5719,30474
"Dundy County, Nebraska",1913,30585
"Grant County, Nebraska",722,25324
"Greeley County, Nebraska",2382,26683
"Hall County, Nebraska",61265,30996
"Hayes County, Nebraska",893,30641
"Otoe County, Nebraska",15949,31515
"Red Willow County, Nebraska",10768,25858
"Cedar County, Nebraska",8498,31682
"Dawes County, Nebraska",8810,24964
"Johnson County, Nebraska",5161,28603
"Cheyenne County, Nebraska",9604,32105
"Dawson County, Nebraska",23733,28990
"Garfield County, Nebraska",2001,26773
"McPherson County, Nebraska",395,32222
"Nance County, Nebraska",3544,27654
"Stanton County, Nebraska",5957,32453
"Valley County, Nebraska",4206,27008
"Churchill County, Nevada",24259,30912
"Douglas County, Nevada",48132,34007
"Pershing County, Nevada",6615,26088
"Eureka County, Nevada",1859,33380
"Humboldt County, Nevada",16828,33656
"White Pine County, Nevada",9679,30612
"Elko County, Nevada",52297,39350
"Nye County, Nevada",44380,25214
"Storey County, Nevada",3988,36864
"Clark County, Nevada",2182004,30913
"Lyon County, Nevada",54380,28951
"Cheshire County, New Hampshire",76042,30044
"Grafton County, New Hampshire",89777,30412
"Rockingham County, New Hampshire",306359,42549
"Sullivan County, New Hampshire",43104,32668
"Hillsborough County, New Hampshire",413035,37887
"Coos County, New Hampshire",31741,26003
"Carroll County, New Hampshire",48138,32047
"Mercer County, New Jersey",367922,35699
"Cumberland County, New Jersey",151906,24786
"Somerset County, New Jersey",329838,49614
"Ocean County, New Jersey",596415,34168
"Atlantic County, New Jersey",266105,30123
"Middlesex County, New Jersey",825920,41142
"Salem County, New Jersey",62990,32111
"Cape May County, New Jersey",93086,32777
"Camden County, New Jersey",506738,33626
"Union County, New Jersey",554033,36098
"Hudson County, New Jersey",670046,36230
"Hunterdon County, New Jersey",124823,51782
"Morris County, New Jersey",493379,50928
"Hidalgo County, New Mexico",4297,20866
"McKinley County, New Mexico",72438,17490
"Sandoval County, New Mexico",142704,30199
"Grant County, New Mexico",27669,21563
"Curry County, New Mexico",49732,24288
"Lee County, Texas",17058,28827
"Tarrant County, Texas",2049770,33326
"Anderson County, Texas",57810,23143
"Ellis County, Texas",173772,34653
"Jackson County, Texas",14816,27460
"Kerr County, Texas",51843,27511
"Milam County, Texas",24770,26198
"Comanche County, Texas",13529,27745
"Falls County, Texas",17272,21182
"Brooks County, Texas",7141,14471
"Austin County, Texas",29764,30570
"Kenedy County, Texas",568,22847
"Colorado County, Texas",21224,29522
"San Patricio County, Texas",67008,26180
"Randall County, Texas",134026,34417
"San Saba County, Texas",5991,23253
"Schleicher County, Texas",2983,26524
"Zavala County, Texas",12039,15223
"Calhoun County, Texas",21668,26914
"Foard County, Texas",1275,21806
"Goliad County, Texas",7565,27950
"Hamilton County, Texas",8332,24120
"Mitchell County, Texas",8523,26595
"Titus County, Texas",32640,25174
"Lavaca County, Texas",20021,29296
"Terry County, Texas",12528,22037
"Wise County, Texas",66290,29858
"Matagorda County, Texas",36774,25473
"Pecos County, Texas",15815,27388
"Rockwall County, Texas",97175,46518
"Taylor County, Texas",136870,26504
"Throckmorton County, Texas",1436,26167
"Walker County, Texas",72321,26411
"Wood County, Texas",44366,25192
"Aransas County, Texas",24462,21631
"Cochran County, Texas",2887,25346
"Coke County, Texas",3303,25556
"Coryell County, Texas",75280,26408
"Hemphill County, Texas",3994,35830
"Moore County, Texas",21399,31237
"Potter County, Texas",119674,25457
"San Augustine County, Texas",8286,21445
"Shackelford County, Texas",3296,26200
"Starr County, Texas",64078,14038
"Upton County, Texas",3659,28795
"Brown County, Texas",37855,25515
"Hall County, Texas",3048,20053
"Franklin County, Texas",10716,28613
"Frio County, Texas",19871,17164
"Lampasas County, Texas",20862,30269
"Orleans County, Vermont",26901,26134
"Grand Isle County, Vermont",7022,35800
"Chittenden County, Vermont",162646,34738
"Lamoille County, Vermont",25318,32179
"Franklin County, Vermont",49116,33676
"Caledonia County, Vermont",30234,27052
"Windham County, Vermont",42823,28936
"Bennington County, Vermont",35746,28353
"Addison County, Vermont",36882,31536
"Essex County, Vermont",6200,23933
"Eddy County, New Mexico",57732,30903
"Mora County, New Mexico",4536,14398
"San Juan County, New Mexico",126515,24798
"Benton County, Mississippi",8232,26246
"Franklin County, Mississippi",7733,20906
"Coahoma County, Mississippi",23255,17588
"Jasper County, Mississippi",16505,22667
"Jones County, Mississippi",68352,24228
"Walthall County, Mississippi",14477,21211
"Monroe County, Mississippi",35673,24172
"Pontotoc County, Mississippi",31618,23519
"Holmes County, Mississippi",17737,16311
"Amite County, Mississippi",12412,19961
"Madison County, Mississippi",104562,36455
"Calhoun County, Mississippi",14499,21549
"Marion County, Mississippi",24990,19521
"Tishomingo County, Mississippi",19441,21364
"Wayne County, Mississippi",20373,22723
"Greene County, Mississippi",13645,21427
"Marshall County, Mississippi",35599,25089
"Quitman County, Mississippi",7187,16623
"Pearl River County, Mississippi",55219,23307
"Leake County, Mississippi",22792,21268
"Neshoba County, Mississippi",29332,20238
"Rankin County, Mississippi",152677,32740
"Washington County, Mississippi",46057,18920
"Lawrence County, Mississippi",12633,25295
"Perry County, Mississippi",12006,19860
"Chickasaw County, Mississippi",17193,22654
"Carroll County, Mississippi",10070,22450
"George County, Mississippi",23917,25184
"Grenada County, Mississippi",21088,23220
"Jefferson County, Mississippi",7225,17291
"Newton County, Mississippi",21360,22218
"Prentiss County, Mississippi",25255,21324
"Sharkey County, Mississippi",4404,20299
"Choctaw County, Mississippi",8277,19340
"Hancock County, Mississippi",46961,26751
"Itawamba County, Mississippi",23462,23311
"Issaquena County, Mississippi",1361,14154
"Jackson County, Mississippi",142376,26888
"Leflore County, Mississippi",29222,18160
"Tunica County, Mississippi",9988,22490
"Claiborne County, Mississippi",9089,15877
"Harrison County, Mississippi",204502,25896
"Lauderdale County, Mississippi",76279,23061
"Lincoln County, Mississippi",34320,24466
"Simpson County, Mississippi",26888,21821
"Winston County, Mississippi",18229,20528
"Attala County, Mississippi",18437,20050
"Lamar County, Mississippi",61969,30085
"Lee County, Mississippi",85072,26351
"Tallahatchie County, Mississippi",14158,18315
"Smith County, Mississippi",16009,24747
"Warren County, Mississippi",46519,24260
"Clarke County, Mississippi",15770,23381
"Montgomery County, Mississippi",10068,21958
"Oktibbeha County, Mississippi",49512,19134
"Washington County, Vermont",58350,33620
"Millard County, Utah",12854,27383
"Tooele County, Utah",67397,35164
"Washington County, Utah",165811,27392
"Kane County, Utah",7484,24877
"Summit County, Utah",41103,42507
"Grand County, Utah",9640,27170
"Piute County, Utah",1866,19495
"Rich County, Utah",2389,26997
"Wasatch County, Utah",31708,35491
"Beaver County, Utah",6517,30436
"Box Elder County, Utah",53946,30295
"Iron County, Utah",51213,24493
"Sanpete County, Utah",29850,19986
"Sevier County, Utah",21280,25084
"Weber County, Utah",251498,31248
"San Juan County, Utah",15302,22504
"Salt Lake County, Utah",1133646,32867
"Daggett County, Utah",613,30536
"Wayne County, Utah",2689,22381
"Carbon County, Utah",20308,25497
"Morgan County, Utah",11664,37091
"Cache County, Utah",124165,23906
"Juab County, Utah",11301,26464
"James City County, Virginia",74916,38309
"Russell County, Virginia",27141,20595
"Smyth County, Virginia",30767,22253
"Charlottesville city, Virginia",47096,31307
"Campbell County, Virginia",55225,27489
"Henrico County, Virginia",327535,37151
"King George County, Virginia",26229,39966
"Lancaster County, Virginia",10724,30382
"Lee County, Virginia",23948,18053
"Mathews County, Virginia",8788,31223
"Middlesex County, Virginia",10675,29179
"Prince George County, Virginia",38114,34491
"Richmond County, Virginia",8884,25103
"Scott County, Virginia",21902,21713
"Spotsylvania County, Virginia",132833,38572
"Appomattox County, Virginia",15707,29989
"Franklin County, Virginia",56187,28319
"King and Queen County, Virginia",7042,32279
"Montgomery County, Virginia",98140,25174
"New Kent County, Virginia",21686,40475
"Cumberland County, Virginia",9824,25748
"Dickenson County, Virginia",14756,19333
"Halifax County, Virginia",34552,23640
"Loudoun County, Virginia",395134,60126
"Prince William County, Virginia",461423,43568
"Southampton County, Virginia",17880,28940
"Highland County, Virginia",2204,25969
"Caroline County, Virginia",30381,32279
"Gloucester County, Virginia",37222,35294
"Patrick County, Virginia",17748,23174
"Powhatan County, Virginia",28815,40000
"Shenandoah County, Virginia",43224,28856
"Fauquier County, Virginia",69728,44134
"Staunton city, Virginia",24432,29164
"Fluvanna County, Virginia",26594,38143
"Webster County, Mississippi",9768,22854
"Alcorn County, Mississippi",37090,23918
"Clay County, Mississippi",19640,21538
"Covington County, Mississippi",18978,19655
"Humphreys County, Mississippi",8389,15900
"Dauphin County, Pennsylvania",275632,33232
"Franklin County, Pennsylvania",154147,31630
"Union County, Pennsylvania",45111,24477
"Wayne County, Pennsylvania",51422,26450
"Bedford County, Pennsylvania",48337,26133
"Monroe County, Pennsylvania",168032,29056
"Huntingdon County, Pennsylvania",45369,25629
"Washington County, Pennsylvania",207212,31369
"Philadelphia County, Pennsylvania",1579075,26211
"York County, Pennsylvania",445565,32447
"Indiana County, Pennsylvania",85032,23177
"Cumberland County, Pennsylvania",249328,35935
"Allegheny County, Pennsylvania",1221744,33363
"Westmoreland County, Pennsylvania",352590,31061
"Forest County, Pennsylvania",7313,17495
"Blair County, Pennsylvania",123157,27166
"Lawrence County, Pennsylvania",86727,26315
"Bradford County, Pennsylvania",60963,27407
"Cambria County, Pennsylvania",133009,25590
"Chester County, Pennsylvania",519560,43323
"Berks County, Pennsylvania",418025,30695
"Mifflin County, Pennsylvania",46276,26254
"Mercer County, Missouri",3644,25028
"Wright County, Missouri",18203,19181
"Clay County, Missouri",242516,35437
"Dent County, Missouri",15545,23507
"Saline County, Missouri",22976,24437
"Worth County, Missouri",2027,26183
"Grundy County, Missouri",9992,23298
"Morgan County, Missouri",20271,21027
"Reynolds County, Missouri",6290,22173
"St. Louis County, Missouri",996919,35387
"Stone County, Missouri",31615,24046
"Barry County, Missouri",35530,23819
"Boone County, Missouri",177651,29043
"Cole County, Missouri",76723,33462
"Crawford County, Missouri",24154,22158
"Iron County, Missouri",10164,20351
"Livingston County, Missouri",15126,26939
"Moniteau County, Missouri",16046,29996
"Pemiscot County, Missouri",16663,18526
"Pettis County, Missouri",42355,24493
"Shannon County, Missouri",8217,17782
"Randolph County, Missouri",24878,25739
"Dunklin County, Missouri",30027,21034
"Franklin County, Missouri",103191,30619
"Howard County, Missouri",10058,24994
"Jackson County, Missouri",696216,31562
"Miller County, Missouri",25201,26846
"Putnam County, Missouri",4781,24892
"Taney County, Missouri",55114,23883
"Buchanan County, Missouri",88460,26406
"Caldwell County, Missouri",9039,26571
"Radford city, Virginia",17691,12919
"Winchester city, Virginia",27897,28202
"Accomack County, Virginia",32673,25346
"Craig County, Virginia",5110,30199
"Floyd County, Virginia",15704,29316
"Giles County, Virginia",16772,29348
"Grayson County, Virginia",15742,20121
"Nottoway County, Virginia",15433,25160
"Rappahannock County, Virginia",7378,37708
