NAME,Population,Median_Income
"Martin County, Florida",160420,31854
"Miami-Dade County, Florida",2705528,25724
"Nassau County, Florida",85762,33028
"Okaloosa County, Florida",207430,31430
"Orange County, Florida",1373784,29380
"Osceola County, Florida",363666,25032
"Palm Beach County, Florida",1482057,31481
"Pasco County, Florida",539885,27754
"Pinellas County, Florida",970985,31038
"Lincoln County, Washington",10732,30650
"Okanogan County, Washington",42080,25660
"Pacific County, Washington",22121,25752
"Pierce County, Washington",891862,38012
"San Juan County, Washington",16953,35646
"Skamania County, Washington",11906,32108
"Snohomish County, Washington",811572,41898
"Stevens County, Washington",45233,27068
"Thurston County, Washington",284698,38156
"Walla Walla County, Washington",60785,29261
"Whatcom County, Washington",224538,31858
"Yakima County, Washington",250649,26829
"Barbour County, West Virginia",16543,22437
"Boone County, West Virginia",21897,24285
"Braxton County, West Virginia",14032,24732
"Cabell County, West Virginia",93328,23393
"Calhoun County, West Virginia",7185,20696
"Clay County, West Virginia",8599,20059
"Fayette County, West Virginia",43087,23019
"Gilmer County, West Virginia",7970,19005
"Greenbrier County, West Virginia",34893,23825
"Hampshire County, West Virginia",23304,26221
"Hardy County, West Virginia",13789,24870
"Harrison County, West Virginia",67620,28190
"Jefferson County, West Virginia",56922,35567
"Kanawha County, West Virginia",181014,27231
"Lincoln County, West Virginia",20617,23496
"Logan County, West Virginia",32593,23048
"Marion County, West Virginia",56233,27717
"Marshall County, West Virginia",30900,26779
"Mercer County, West Virginia",59370,23142
"Mineral County, West Virginia",27047,26827
"Monongalia County, West Virginia",106196,25856
"Monroe County, West Virginia",13344,24069
"Nicholas County, West Virginia",24857,23078
"Ohio County, West Virginia",41875,26242
"Pendleton County, West Virginia",6968,24441
"Pleasants County, West Virginia",7457,26917
"Pocahontas County, West Virginia",8382,23029
"Preston County, West Virginia",33610,26293
"Putnam County, West Virginia",56604,33002
"Raleigh County, West Virginia",74452,23687
"Randolph County, West Virginia",28763,25967
"Ritchie County, West Virginia",9747,25166
"Roane County, West Virginia",13831,21843
"Summers County, West Virginia",12710,22083
"Taylor County, West Virginia",16817,27249
"Tucker County, West Virginia",6943,26303
"Tyler County, West Virginia",8736,25713
"Upshur County, West Virginia",24451,23904
"Wayne County, West Virginia",39952,22858
"Webster County, West Virginia",8289,19347
"Wetzel County, West Virginia",15291,23897
"Wirt County, West Virginia",5764,24672
"Wood County, West Virginia",84387,28015
"Wyoming County, West Virginia",20890,24333
"Ashland County, Wisconsin",15524,26202
"Custer County, Colorado",4941,29293
"Delta County, Colorado",30758,26444
"Dolores County, Colorado",1896,31420
"Douglas County, Colorado",344280,52391
"Eagle County, Colorado",54960,40036
"Elbert County, Colorado",26230,41293
"El Paso County, Colorado",710499,34407
"Fremont County, Colorado",47725,28287
"Garfield County, Colorado",59605,36027
"Gilpin County, Colorado",6108,52523
"Grand County, Colorado",15536,37111
"Gunnison County, Colorado",17119,31094
"Hinsdale County, Colorado",781,31061
"Huerfano County, Colorado",6769,23972
"Jackson County, Colorado",1316,26460
"Jefferson County, Colorado",578795,42400
"Kiowa County, Colorado",1463,26375
"Kit Carson County, Colorado",7246,31077
"Lake County, Colorado",7845,35894
"La Plata County, Colorado",56138,34431
"Larimer County, Colorado",350523,33757
"Las Animas County, Colorado",14323,25712
"Lincoln County, Colorado",5608,27157
"Logan County, Colorado",22282,26259
"Mesa County, Colorado",152962,29411
"Moffat County, Colorado",13150,31392
"Montezuma County, Colorado",26266,26557
"Morgan County, Colorado",28617,26985
"Ouray County, Colorado",4890,35124
"Park County, Colorado",18345,36444
"Pitkin County, Colorado",17980,48186
"Prowers County, Colorado",12035,26736
"Rio Blanco County, Colorado",6369,32094
"Rio Grande County, Colorado",11300,24314
"Saguache County, Colorado",6730,24415
"San Miguel County, Colorado",8110,35949
"Sedgwick County, Colorado",2306,27422
"Teller County, Colorado",24981,34008
"Washington County, Colorado",4869,27413
"Yuma County, Colorado",10013,33172
"New Castle County, Delaware",558306,36961
"Sussex County, Delaware",230249,32660
"Big Horn County, Montana",13302,24814
"Blaine County, Montana",6698,24844
"Carbon County, Montana",10689,29863
"Carter County, Montana",1305,25976
"Chouteau County, Montana",5731,27613
"Daniels County, Montana",1705,33429
"Dawson County, Montana",8824,29690
"Fallon County, Montana",2975,37207
"Fergus County, Montana",11167,26361
"Gallatin County, Montana",111401,33164
"Garfield County, Montana",1051,26464
"Golden Valley County, Montana",814,25405
"Hill County, Montana",16422,28130
"Jefferson County, Montana",12069,32551
"Lake County, Montana",30383,25784
"Lewis and Clark County, Montana",68714,34452
"Lincoln County, Montana",19845,23272
"Putnam County, Florida",73784,22898
"St. Johns County, Florida",255410,37043
"St. Lucie County, Florida",320914,27164
"Santa Rosa County, Florida",179587,31833
"Sarasota County, Florida",427766,32535
"Seminole County, Florida",466695,34447
"Sumter County, Florida",129938,28416
"Suwannee County, Florida",44290,23287
"Taylor County, Florida",21709,23621
"Union County, Florida",15282,26850
"Volusia County, Florida",546107,27849
"Wakulla County, Florida",32855,33876
"Walton County, Florida",71049,31042
"Washington County, Florida",25094,22392
"Adams County, Nebraska",31541,29146
"Antelope County, Nebraska",6315,28284
"Banner County, Nebraska",645,35481
"Blaine County, Nebraska",467,34167
"Box Butte County, Nebraska",10845,34106
"Boyd County, Nebraska",1882,25859
"Buffalo County, Nebraska",49594,30064
"Burt County, Nebraska",6503,30456
"Cass County, Nebraska",26022,36649
"Cedar County, Nebraska",8483,32159
"Cherry County, Nebraska",5801,29283
"Cheyenne County, Nebraska",9428,31851
"Colfax County, Nebraska",10681,33453
"Custer County, Nebraska",10788,29888
"Dakota County, Nebraska",20124,31830
"Dawson County, Nebraska",23638,32441
"Deuel County, Nebraska",1770,26172
"Dodge County, Nebraska",36565,31034
"Douglas County, Nebraska",565739,36065
"Fillmore County, Nebraska",5542,32427
"Franklin County, Nebraska",2970,26806
"Furnas County, Nebraska",4712,28469
"Gage County, Nebraska",21548,29976
"Garfield County, Nebraska",2081,27750
"Gosper County, Nebraska",2001,32634
"Greeley County, Nebraska",2361,26755
"Hall County, Nebraska",61338,32046
"Harlan County, Nebraska",3380,31746
"Hayes County, Nebraska",889,31458
"Holt County, Nebraska",10123,31273
"Hooker County, Nebraska",741,29896
"Jefferson County, Nebraska",7102,28965
"Johnson County, Nebraska",5118,30635
"Keith County, Nebraska",8048,27633
"Keya Paha County, Nebraska",875,31563
"Polk County, Florida",705735,26385
"Knox County, Nebraska",8400,28976
"Lancaster County, Nebraska",315976,32059
"Logan County, Nebraska",896,23708
"Loup County, Nebraska",690,30417
"Madison County, Nebraska",35023,30265
"Merrick County, Nebraska",7826,30512
"Nance County, Nebraska",3525,30393
"Nuckolls County, Nebraska",4204,29219
"Otoe County, Nebraska",15965,32436
"Barron County, Wisconsin",45182,27863
"Brown County, Wisconsin",262559,33806
"Buffalo County, Wisconsin",13087,32406
"Calumet County, Wisconsin",50005,39487
"Chippewa County, Wisconsin",64175,31980
"Columbia County, Wisconsin",57331,37544
"Crawford County, Wisconsin",16155,28585
"Dodge County, Wisconsin",87569,33255
"Door County, Wisconsin",27621,34180
"Dunn County, Wisconsin",45029,26902
"Eau Claire County, Wisconsin",104132,30842
"Fond du Lac County, Wisconsin",102654,33601
"Forest County, Wisconsin",9003,26844
"Green County, Wisconsin",36790,33920
"Green Lake County, Wisconsin",18807,30888
"Iron County, Wisconsin",5679,26186
"Jackson County, Wisconsin",20556,28597
"Juneau County, Wisconsin",26603,29764
"Kenosha County, Wisconsin",168998,32933
"La Crosse County, Wisconsin",118168,31325
"Lafayette County, Wisconsin",16682,32136
"Lincoln County, Wisconsin",27687,31921
"Manitowoc County, Wisconsin",78977,31587
"Marinette County, Wisconsin",40312,28489
"Marquette County, Wisconsin",15380,29801
"Milwaukee County, Wisconsin",949180,30767
"Monroe County, Wisconsin",46155,32439
"Oconto County, Wisconsin",37870,33460
"Outagamie County, Wisconsin",186829,35361
"Ozaukee County, Wisconsin",89179,41139
"Pierce County, Wisconsin",42336,32507
"Polk County, Wisconsin",43549,32416
"Price County, Wisconsin",13351,27895
"Racine County, Wisconsin",195859,32139
"Rock County, Wisconsin",162532,31692
"Rusk County, Wisconsin",14074,27405
"Sauk County, Wisconsin",64152,31721
"Sawyer County, Wisconsin",16477,28771
"Shawano County, Wisconsin",40813,29959
"Sheboygan County, Wisconsin",115152,34336
"Taylor County, Wisconsin",20320,30942
"Trempealeau County, Wisconsin",29525,33307
"Vernon County, Wisconsin",30759,30086
"Vilas County, Wisconsin",21923,28983
"Walworth County, Wisconsin",103391,31390
"Washburn County, Wisconsin",15726,28355
"Washington County, Wisconsin",135529,40522
"Waukesha County, Wisconsin",402637,42100
"Waupaca County, Wisconsin",50997,32265
"Waushara County, Wisconsin",24256,29514
"Winnebago County, Wisconsin",170924,32300
"Wood County, Wisconsin",72892,31969
"Albany County, Wyoming",38664,24512
"Big Horn County, Wyoming",11809,27376
"Campbell County, Wyoming",46958,41063
"Carbon County, Wyoming",15073,33086
"Converse County, Wyoming",13842,34080
"Crook County, Wyoming",7502,33152
"Fremont County, Wyoming",39711,27664
"McCone County, Montana",1826,33989
"Meagher County, Montana",1795,23278
"Mineral County, Montana",4330,25427
"Musselshell County, Montana",4682,27132
"Petroleum County, Montana",464,30536
"Phillips County, Montana",4032,28446
"Powder River County, Montana",1634,31250
"Powell County, Montana",6843,21462
"Prairie County, Montana",1162,24215
"Ravalli County, Montana",43424,25631
"Richland County, Montana",11097,31309
"Roosevelt County, Montana",11091,24511
"Rosebud County, Montana",9065,27466
"Sanders County, Montana",11804,21957
"Sheridan County, Montana",3389,30504
"Silver Bow County, Montana",34895,25746
"Stillwater County, Montana",9562,31390
"Sweet Grass County, Montana",3676,26631
"Teton County, Montana",6127,28958
"Toole County, Montana",4812,24847
"Treasure County, Montana",614,30302
"Valley County, Montana",7424,28590
"Wheatland County, Montana",2138,24508
"Wibaux County, Montana",1037,33154
"Yellowstone County, Montana",160390,34305
"Appling County, Georgia",18428,22300
"Atkinson County, Georgia",8311,23459
"Bacon County, Georgia",11140,24068
"Baker County, Georgia",3090,21600
"Banks County, Georgia",18900,24423
"Barrow County, Georgia",81294,30322
"Ben Hill County, Georgia",16889,19507
"Bibb County, Georgia",153026,24768
"Bleckley County, Georgia",12870,22161
"Brooks County, Georgia",15548,25582
"Bryan County, Georgia",38321,37796
"Burke County, Georgia",22567,26418
"Butts County, Georgia",24463,24906
"Camden County, Georgia",53960,30164
"Carroll County, Georgia",118692,26797
"Catoosa County, Georgia",67181,28320
"Chatham County, Georgia",289649,30121
"Chattahoochee County, Georgia",10470,25017
"Cherokee County, Georgia",253780,37888
"Clarke County, Georgia",126952,22112
"Clayton County, Georgia",287560,26336
"Cobb County, Georgia",756653,39095
"Coffee County, Georgia",43070,23931
"Columbia County, Georgia",154257,36817
"Cook County, Georgia",17217,23864
"Crawford County, Georgia",12267,27295
"Crisp County, Georgia",22509,21088
"Dawson County, Georgia",25277,35214
"DeKalb County, Georgia",755287,34202
"Dodge County, Georgia",20725,24212
"Dougherty County, Georgia",88696,22045
"Douglas County, Georgia",145063,32492
"Echols County, Georgia",3944,26612
"Elbert County, Georgia",19164,22313
"Pawnee County, Nebraska",2640,25034
"Perkins County, Nebraska",2889,31935
"Phelps County, Nebraska",9050,31446
"Pierce County, Nebraska",7132,31647
"Platte County, Nebraska",33250,32446
"Polk County, Nebraska",5208,31406
"Red Willow County, Nebraska",10725,26128
"Richardson County, Nebraska",7913,26832
"Rock County, Nebraska",1430,29250
"Saline County, Nebraska",14221,29917
"Sarpy County, Nebraska",183956,40315
"Saunders County, Nebraska",21356,37419
"Scotts Bluff County, Nebraska",35884,29860
"Seward County, Nebraska",17217,33244
"Sheridan County, Nebraska",5215,26471
"Sherman County, Nebraska",3015,30965
"Sioux County, Nebraska",1298,29250
"Stanton County, Nebraska",5946,34269
"Thayer County, Nebraska",5000,31025
"Thomas County, Nebraska",586,33036
"Thurston County, Nebraska",7218,26894
"Washington County, Nebraska",20546,39876
"Webster County, Nebraska",3497,30275
"Wheeler County, Nebraska",689,31350
"Churchill County, Nevada",24606,30610
"Clark County, Nevada",2228866,31581
"Elko County, Nevada",52537,38441
"Esmeralda County, Nevada",1030,21175
"Humboldt County, Nevada",16834,32278
"Lander County, Nevada",5565,37870
"Lyon County, Nevada",55667,29984
"Mineral County, Nevada",4487,21017
"Pershing County, Nevada",6591,26946
"Storey County, Nevada",4086,35106
"White Pine County, Nevada",9570,32172
"Carson City, Nevada",55244,32391
"Carroll County, New Hampshire",48461,32853
"Cheshire County, New Hampshire",76040,31286
"Grafton County, New Hampshire",90331,31531
"Hillsborough County, New Hampshire",415305,39329
"Rockingham County, New Hampshire",308211,43643
"Strafford County, New Hampshire",130161,32930
"Acadia Parish, Louisiana",62371,24529
"Allen Parish, Louisiana",25572,23450
"Assumption Parish, Louisiana",22236,24498
"Avoyelles Parish, Louisiana",40465,22870
"Bienville Parish, Louisiana",13391,21096
"Bossier Parish, Louisiana",126952,30308
"Calcasieu Parish, Louisiana",202858,28237
"Caldwell Parish, Louisiana",9959,24440
"Catahoula Parish, Louisiana",9586,24592
"Claiborne Parish, Louisiana",15854,16467
"De Soto Parish, Louisiana",27395,24685
"East Baton Rouge Parish, Louisiana",443158,30438
"East Feliciana Parish, Louisiana",19228,28392
"Evangeline Parish, Louisiana",33491,19264
"Grant Parish, Louisiana",22339,23105
"Iberia Parish, Louisiana",70763,26131
"Jackson Parish, Louisiana",15822,22853
"Goshen County, Wyoming",13301,27444
"Johnson County, Wyoming",8518,31230
"Laramie County, Wyoming",99272,35183
"Lincoln County, Wyoming",19640,33740
"Niobrara County, Wyoming",2377,24583
"Park County, Wyoming",29273,32019
"Sheridan County, Wyoming",30397,33561
"Sublette County, Wyoming",9865,38395
"Teton County, Wyoming",23356,43858
"Uinta County, Wyoming",20374,32711
"Weston County, Wyoming",6942,26203
"Emanuel County, Georgia",22525,21540
"Fannin County, Georgia",25797,24653
"Fayette County, Georgia",113544,42960
"Forsyth County, Georgia",236605,47387
"Fulton County, Georgia",1051550,39877
"Gilmer County, Georgia",30986,25323
"Glynn County, Georgia",85008,28867
"Gordon County, Georgia",57756,26333
"Greene County, Georgia",17808,28618
"Gwinnett County, Georgia",926414,34466
"Hall County, Georgia",201434,29241
"Haralson County, Georgia",29608,28395
"Harris County, Georgia",34676,35039
"Hart County, Georgia",25981,24552
"Heard County, Georgia",11785,25035
"Henry County, Georgia",229994,35041
"Houston County, Georgia",155317,33905
"Irwin County, Georgia",9379,20331
"Jackson County, Georgia",70467,32051
"Jasper County, Georgia",14074,25973
"Jeff Davis County, Georgia",15063,21162
"Jefferson County, Georgia",15489,20950
"Jenkins County, Georgia",8787,14918
"Johnson County, Georgia",9717,21579
"Jones County, Georgia",28622,30981
"Lamar County, Georgia",18834,26614
"Lanier County, Georgia",10534,21537
"Laurens County, Georgia",47404,22052
"Lee County, Georgia",29735,37357
"Liberty County, Georgia",62039,30706
"Lincoln County, Georgia",7929,23801
"Long County, Georgia",19236,27018
"Lumpkin County, Georgia",33009,24488
"McIntosh County, Georgia",14217,26868
"Macon County, Georgia",13107,20256
"Marion County, Georgia",8450,26809
"Meriwether County, Georgia",21080,22021
"Mitchell County, Georgia",22072,23121
"Montgomery County, Georgia",9069,23140
"Morgan County, Georgia",18832,31886
"Muscogee County, Georgia",195418,26564
"Newton County, Georgia",109835,27226
"Oglethorpe County, Georgia",15040,25578
"Paulding County, Georgia",164440,35406
"Pickens County, Georgia",32002,31452
"Pike County, Georgia",18565,33452
"Polk County, Georgia",42251,26824
"Putnam County, Georgia",21906,30172
"Quitman County, Georgia",2290,20574
"Randolph County, Georgia",6888,17360
"Rockdale County, Georgia",90155,31986
"Schley County, Georgia",5215,27105
"Seminole County, Georgia",8218,22922
"Spalding County, Georgia",66043,26131
"Stewart County, Georgia",6446,18984
"Sumter County, Georgia",29714,24684
"Taliaferro County, Georgia",1596,17379
"Taylor County, Georgia",8126,21961
"Telfair County, Georgia",15871,16287
"Thomas County, Georgia",44545,27837
"Jefferson Parish, Louisiana",434903,30904
"Lafayette Parish, Louisiana",243692,31110
"Lafourche Parish, Louisiana",97980,25996
"LaSalle Parish, Louisiana",14950,25830
"Lincoln Parish, Louisiana",47118,20235
"Livingston Parish, Louisiana",140524,33269
"Madison Parish, Louisiana",11137,20168
"Morehouse Parish, Louisiana",25189,22162
"Natchitoches Parish, Louisiana",38505,18888
"Orleans Parish, Louisiana",391249,26607
"Ouachita Parish, Louisiana",154679,26304
"Plaquemines Parish, Louisiana",23305,30397
"Pointe Coupee Parish, Louisiana",21883,25828
"Rapides Parish, Louisiana",130376,26174
"Red River Parish, Louisiana",8462,20236
"Richland Parish, Louisiana",20251,21942
"Sabine Parish, Louisiana",23915,22936
"St. Bernard Parish, Louisiana",46694,26049
"St. Charles Parish, Louisiana",52856,38012
"St. Helena Parish, Louisiana",10227,23479
"St. James Parish, Louisiana",21142,28177
"St. John the Baptist Parish, Louisiana",43055,28304
"St. Landry Parish, Louisiana",82786,21981
"St. Martin Parish, Louisiana",53607,26485
"St. Tammany Parish, Louisiana",258447,34040
"Tangipahoa Parish, Louisiana",133753,25418
"Terrebonne Parish, Louisiana",111297,26454
"Vermilion Parish, Louisiana",59787,26627
"Vernon Parish, Louisiana",49315,27120
"Webster Parish, Louisiana",38813,17810
"West Baton Rouge Parish, Louisiana",26395,36223
"West Feliciana Parish, Louisiana",15441,30623
"Winn Parish, Louisiana",14165,23083
"Albany County, New York",306165,36502
"Bronx County, New York",1427056,23541
"Broome County, New York",192042,27217
"Cayuga County, New York",76958,30873
"Chautauqua County, New York",127584,26224
"Chenango County, New York",47527,28428
"Clinton County, New York",80320,30975
"Cortland County, New York",47618,27193
"Delaware County, New York",44676,26990
"Erie County, New York",918873,33179
"Franklin County, New York",50389,28914
"Fulton County, New York",53452,29255
"Greene County, New York",47335,30593
"Hamilton County, New York",4454,29092
"Jefferson County, New York",111454,29633
"Kings County, New York",2576771,33183
"Livingston County, New York",63218,30533
"Madison County, New York",70990,30313
"Montgomery County, New York",49294,28394
"Nassau County, New York",1355683,47254
"Niagara County, New York",210145,31684
"Oneida County, New York",229074,31510
"Ontario County, New York",109774,33730
"Orange County, New York",382077,36265
"Oswego County, New York",117630,30215
"Anderson County, Texas",57917,24619
"Angelina County, Texas",87119,24920
"Aransas County, Texas",24220,23849
"Armstrong County, Texas",1950,36458
"Atascosa County, Texas",50194,25569
"Bailey County, Texas",6916,-666666666
"Bandera County, Texas",22770,25926
"Baylor County, Texas",3560,22422
"Bee County, Texas",32609,22753
"Bexar County, Texas",1978826,28546
"Blanco County, Texas",11733,32477
"Bosque County, Texas",18428,28123
"Brazoria County, Texas",368062,40638
"Brazos County, Texas",226370,25524
"Briscoe County, Texas",1348,30116
"Brooks County, Texas",7100,15645
"Burleson County, Texas",18237,32454
"Burnet County, Texas",47548,28695
"Calhoun County, Texas",21470,30592
"Callahan County, Texas",13959,27057
"Camp County, Texas",12938,27148
"Carson County, Texas",5957,39107
"Castro County, Texas",7561,30092
"Chambers County, Texas",42571,38057
"Childress County, Texas",7219,31722
"Clay County, Texas",10444,30770
"Coke County, Texas",3298,26449
"Coleman County, Texas",8281,27711
"Collingsworth County, Texas",2939,19796
"Colorado County, Texas",21357,29936
"Comal County, Texas",148921,37779
"Comanche County, Texas",13597,30074
"Concho County, Texas",3018,22747
"Cooke County, Texas",40428,32151
"Coryell County, Texas",75576,25973
"Cottle County, Texas",1624,21856
"Crane County, Texas",4739,26601
"Crockett County, Texas",3393,30512
"Crosby County, Texas",5753,23394
"Culberson County, Texas",2183,19826
"Dallam County, Texas",7272,30340
"Dallas County, Texas",2622634,32361
"Dawson County, Texas",12849,21605
"Deaf Smith County, Texas",18617,28136
"Delta County, Texas",5277,25898
"Knox County, Ohio",61776,28825
"Licking County, Ohio",175409,32311
"Lucas County, Ohio",430319,28467
"Mahoning County, Ohio",228452,26707
"Meigs County, Ohio",22974,22745
"Monroe County, Ohio",13827,25489
"Morrow County, Ohio",35148,32795
"Ottawa County, Ohio",40557,32693
"Pickaway County, Ohio",58112,31254
"Towns County, Georgia",11815,23615
"Treutlen County, Georgia",6787,20268
"Turner County, Georgia",7920,22564
"Union County, Georgia",23999,24408
"Upson County, Georgia",26329,23573
"Walton County, Georgia",93284,31588
"Ware County, Georgia",35745,24021
"Washington County, Georgia",20316,22540
"Webster County, Georgia",2587,22015
"Wheeler County, Georgia",7897,18887
"Whitfield County, Georgia",104122,27072
"Wilcox County, Georgia",8701,21314
"Wilkinson County, Georgia",8945,22750
"Hawaii County, Hawaii",201350,31439
"Honolulu County, Hawaii",979682,38373
"Kalawao County, Hawaii",436,38923
"Kauai County, Hawaii",71949,34576
"Maui County, Hawaii",166657,36651
"Ada County, Idaho",469473,35096
"Adams County, Idaho",4200,27614
"Bannock County, Idaho",86742,25342
"Bear Lake County, Idaho",6054,27081
"Benewah County, Idaho",9231,25775
"Bingham County, Idaho",46246,26352
"Blaine County, Idaho",22729,32365
"Boise County, Idaho",7625,28117
"Bonner County, Idaho",44688,25439
"Bonneville County, Idaho",116970,27182
"Boundary County, Idaho",12156,23602
"Butte County, Idaho",2603,26148
"Camas County, Idaho",1069,29500
"Canyon County, Idaho",223890,26526
"Caribou County, Idaho",7028,24720
"Cassia County, Idaho",23847,27022
"Clark County, Idaho",885,26868
"Custer County, Idaho",4193,22873
"Franklin County, Idaho",13736,24339
"Fremont County, Idaho",13111,26059
"Gooding County, Idaho",15280,25397
"Idaho County, Idaho",16511,23863
"Jerome County, Idaho",24074,26171
"Latah County, Idaho",40052,24160
"Lemhi County, Idaho",7929,21553
"Lincoln County, Idaho",5342,27721
"Madison County, Idaho",39725,15319
"Nez Perce County, Idaho",40468,29465
"Owyhee County, Idaho",11724,24497
"Tift County, Georgia",40590,24568
"Payette County, Idaho",23705,30358
"Shoshone County, Idaho",12700,22354
"Teton County, Idaho",11776,36282
"Valley County, Idaho",11085,25624
"Washington County, Idaho",10128,23438
"Alexander County, Illinois",6011,21691
"Boone County, Illinois",53293,31419
"Brown County, Illinois",6599,31299
"Calhoun County, Illinois",4782,29680
"Carroll County, Illinois",14398,30087
"Champaign County, Illinois",210006,29941
"Clark County, Illinois",15602,33937
"Otsego County, New York",59593,27086
"Queens County, New York",2270976,33537
"Rensselaer County, New York",159013,37698
"Rockland County, New York",325213,40158
"St. Lawrence County, New York",108352,27653
"Saratoga County, New York",229313,42859
"Schenectady County, New York",155086,33864
"Schoharie County, New York",31189,31282
"Schuyler County, New York",17845,26616
"Seneca County, New York",34295,30664
"Steuben County, New York",95843,29667
"Suffolk County, New York",1481364,43018
"Sullivan County, New York",75329,31137
"Tioga County, New York",48431,32056
"Tompkins County, New York",102237,30080
"Ulster County, New York",178371,32345
"Warren County, New York",64187,35147
"Washington County, New York",61304,30188
"Wayne County, New York",90103,31941
"Westchester County, New York",968738,44184
"Wyoming County, New York",40027,31911
"Yates County, New York",24981,27202
"Alamance County, North Carolina",166144,28904
"Alexander County, North Carolina",37271,26153
"Alleghany County, North Carolina",11085,21733
"Ashe County, North Carolina",27009,25299
"Avery County, North Carolina",17510,22034
"Bertie County, North Carolina",19081,19033
"Bladen County, North Carolina",33209,22419
"Buncombe County, North Carolina",259576,29200
"Burke County, North Carolina",90148,24671
"Caldwell County, North Carolina",82056,24001
"Camden County, North Carolina",10654,33785
"Caswell County, North Carolina",22619,23302
"Catawba County, North Carolina",158507,28767
"Cherokee County, North Carolina",28413,22898
"Chowan County, North Carolina",13995,29491
"Clay County, North Carolina",11150,27759
"Columbus County, North Carolina",55659,23418
"Craven County, North Carolina",102290,28939
"Currituck County, North Carolina",27210,38319
"Dare County, North Carolina",36698,32538
"Davie County, North Carolina",42543,31105
"Duplin County, North Carolina",58965,22665
"Edgecombe County, North Carolina",52069,24298
"Forsyth County, North Carolina",378499,30044
"Gaston County, North Carolina",222119,28258
"Gates County, North Carolina",11519,28681
"Granville County, North Carolina",59823,29384
"Greene County, North Carolina",20987,21935
"Halifax County, North Carolina",50678,20777
"Harnett County, North Carolina",134328,27579
"Henderson County, North Carolina",116298,30040
"Hertford County, North Carolina",23752,22486
"Hoke County, North Carolina",54590,27009
"Iredell County, North Carolina",178853,31174
"Jackson County, North Carolina",43435,22429
"Denton County, Texas",861690,42040
"DeWitt County, Texas",20217,27224
"Dickens County, Texas",2182,22092
"Dimmit County, Texas",10232,12992
"Donley County, Texas",3317,28413
"Duval County, Texas",11194,19847
"Ector County, Texas",162067,33976
"Edwards County, Texas",1944,19071
"El Paso County, Texas",836915,23665
"Erath County, Texas",42226,25282
"Fannin County, Texas",35046,30614
"Fayette County, Texas",25247,30899
"Floyd County, Texas",5782,26751
"Foard County, Texas",1207,22468
"Franklin County, Texas",10767,31172
"Freestone County, Texas",19744,27318
"Gaines County, Texas",21077,28115
"Garza County, Texas",6028,25415
"Gillespie County, Texas",26668,29805
"Goliad County, Texas",7578,27698
"Gonzales County, Texas",20828,27972
"Grayson County, Texas",133527,30180
"Gregg County, Texas",123633,27184
"Guadalupe County, Texas",163030,35330
"Hale County, Texas",33463,25494
"Hamilton County, Texas",8434,23672
"Hansford County, Texas",5431,26542
"Hardin County, Texas",57356,30230
"Harris County, Texas",4680609,31975
"Hartley County, Texas",5588,36517
"Haskell County, Texas",5711,25051
"Hemphill County, Texas",3901,32100
"Henderson County, Texas",81969,25690
"Hill County, Texas",36109,26647
"Hockley County, Texas",22986,26227
"Hopkins County, Texas",36708,27570
"Houston County, Texas",22942,22017
"Hudspeth County, Texas",4687,13723
"Hunt County, Texas",96202,27512
"Irion County, Texas",1553,30313
"Jack County, Texas",8888,25497
"Jasper County, Texas",35562,24183
"Jeff Davis County, Texas",2245,24635
"Jim Hogg County, Texas",5187,20258
"Jim Wells County, Texas",40796,24171
"Jones County, Texas",19874,24238
"Karnes County, Texas",15547,26227
"Kaufman County, Texas",129792,32609
"Kendall County, Texas",45491,37427
"Kenedy County, Texas",391,23571
"Kent County, Texas",704,39375
"Kerr County, Texas",52195,29466
"Kimble County, Texas",4375,26678
"King County, Texas",279,31250
"Kinney County, Texas",3674,22180
"Kleberg County, Texas",30725,24193
"Knox County, Texas",3679,27044
"Lamar County, Texas",49705,25634
"Lamb County, Texas",13018,24764
"Lampasas County, Texas",21152,29154
"La Salle County, Texas",7551,17251
"Portage County, Ohio",162476,29150
"Richland County, Ohio",121043,25989
"Scioto County, Ohio",75441,22880
"Stark County, Ohio",371516,28961
"Tuscarawas County, Ohio",92165,28802
"Vinton County, Ohio",13045,25889
"Cotton County, Oklahoma",5783,26626
"Custer County, Oklahoma",28929,25648
"Ellis County, Oklahoma",3936,26324
"Grady County, Oklahoma",55315,30774
"Harmon County, Oklahoma",2663,26960
"Hughes County, Oklahoma",13265,22756
"Johnston County, Oklahoma",11028,24178
"Kiowa County, Oklahoma",8816,23299
"Lincoln County, Oklahoma",34936,26611
"McClain County, Oklahoma",39921,35410
"Major County, Oklahoma",7654,29789
"Murray County, Oklahoma",13972,29565
"Nowata County, Oklahoma",10243,24707
"Oklahoma County, Oklahoma",792668,31025
"Ottawa County, Oklahoma",31283,23197
"Pittsburg County, Oklahoma",43955,26715
"Pushmataha County, Oklahoma",11055,21806
"Seminole County, Oklahoma",24624,22876
"Texas County, Oklahoma",20633,29826
"Wagoner County, Oklahoma",80264,33200
"Woods County, Oklahoma",8914,23750
"Benton County, Oregon",92168,26884
"Morrow County, Oregon",11425,28157
"Polk County, Oregon",84730,29773
"Umatilla County, Oregon",77319,27337
"Wasco County, Oregon",26274,28561
"Yamhill County, Oregon",106087,30924
"Newport County, Rhode Island",82731,39744
"Adams County, Pennsylvania",102627,32028
"Beaver County, Pennsylvania",164781,31942
