NAME,Population,Median_Income
"Pike County, Ohio",27914,25006
"Preble County, Ohio",40995,31157
"Putnam County, Ohio",33836,35997
"Ross County, Ohio",76816,28330
"Sandusky County, Ohio",58801,29978
"Seneca County, Ohio",55251,27760
"Shelby County, Ohio",48610,32091
"Summit County, Ohio",540810,31608
"Trumbull County, Ohio",199144,26975
"Union County, Ohio",57871,41298
"Van Wert County, Ohio",28213,32242
"Warren County, Ohio",232540,40957
"Washington County, Ohio",60217,27003
"Wayne County, Ohio",116063,30173
"Williams County, Ohio",36760,28918
"Wood County, Ohio",130662,30262
"Wyandot County, Ohio",21907,31370
"Adair County, Oklahoma",22171,21313
"Alfalfa County, Oklahoma",5791,23883
"Atoka County, Oklahoma",13815,23526
"Beaver County, Oklahoma",5326,27204
"Beckham County, Oklahoma",21860,23402
"Blaine County, Oklahoma",9521,26920
"Bryan County, Oklahoma",47325,24954
"Caddo County, Oklahoma",29179,24870
"Canadian County, Oklahoma",144610,35460
"Carter County, Oklahoma",48380,26973
"Cherokee County, Oklahoma",48871,23950
"Choctaw County, Oklahoma",14727,23704
"Cimarron County, Oklahoma",2159,30703
"Cleveland County, Oklahoma",282189,33081
"Coal County, Oklahoma",5577,24436
"Comanche County, Oklahoma",121374,26979
"Craig County, Oklahoma",14274,23307
"Creek County, Oklahoma",71505,27871
"Delaware County, Oklahoma",42741,24329
"Dewey County, Oklahoma",4885,26839
"Garfield County, Oklahoma",61555,28833
"Garvin County, Oklahoma",27789,27036
"Grant County, Oklahoma",4369,32467
"Greer County, Oklahoma",5790,21707
"Harper County, Oklahoma",3730,22909
"Haskell County, Oklahoma",12688,23848
"Jackson County, Oklahoma",24808,27767
"Jefferson County, Oklahoma",6084,23926
"Kay County, Oklahoma",44074,26647
"Kingfisher County, Oklahoma",15811,34755
"Latimer County, Oklahoma",10239,23163
"Le Flore County, Oklahoma",49999,23209
"Logan County, Oklahoma",47401,31545
"Love County, Oklahoma",10128,25844
"McCurtain County, Oklahoma",32913,23744
"McIntosh County, Oklahoma",19677,22727
"Marshall County, Oklahoma",16688,25516
"Mayes County, Oklahoma",41098,26395
"Muskogee County, Oklahoma",68451,25084
"Noble County, Oklahoma",11263,30988
"Deer Lodge County, Montana",9153,23779
"Flathead County, Montana",102001,29181
"Glacier County, Montana",13706,20503
"Granite County, Montana",3325,25328
"Judith Basin County, Montana",1968,30134
"Liberty County, Montana",2455,32067
"Madison County, Montana",8530,27455
"Missoula County, Montana",119062,28161
"Park County, Montana",16513,31977
"Pondera County, Montana",5911,27140
"Baldwin County, Georgia",45072,23269
"Bartow County, Georgia",106456,30782
"Berrien County, Georgia",19206,24660
"Brantley County, Georgia",18924,20101
"Bulloch County, Georgia",77719,22941
"Calhoun County, Georgia",6301,20071
"Candler County, Georgia",10834,20076
"Charlton County, Georgia",13032,21664
"Chattooga County, Georgia",24826,21377
"Clay County, Georgia",2931,20675
"Clinch County, Georgia",6648,22344
"Colquitt County, Georgia",45510,22048
"Coweta County, Georgia",145839,36980
"Dade County, Georgia",16183,22983
"Decatur County, Georgia",26595,23798
"Dooly County, Georgia",13571,25249
"Early County, Georgia",10218,20694
"Effingham County, Georgia",62241,33517
"Evans County, Georgia",10671,24603
"Floyd County, Georgia",97805,26074
"Franklin County, Georgia",23015,25979
"Glascock County, Georgia",2984,25908
"Grady County, Georgia",24693,25706
"Habersham County, Georgia",45204,26209
"Hancock County, Georgia",8500,20952
"Lowndes County, Georgia",116436,26534
"McDuffie County, Georgia",21404,24275
"Madison County, Georgia",29624,26845
"Miller County, Georgia",5725,26104
"Monroe County, Georgia",27455,29213
"Murray County, Georgia",39789,26131
"Oconee County, Georgia",39194,40999
"Peach County, Georgia",27502,25324
"Pierce County, Georgia",19336,22941
"Pulaski County, Georgia",11185,22385
"Rabun County, Georgia",16859,24093
"Richmond County, Georgia",202178,23722
"Screven County, Georgia",13977,22934
"Stephens County, Georgia",25934,23688
"Talbot County, Georgia",6245,23183
"Tattnall County, Georgia",25392,19602
"Terrell County, Georgia",8654,20532
"Toombs County, Georgia",26947,24581
"Troup County, Georgia",70095,25420
"Twiggs County, Georgia",8195,25599
"Walker County, Georgia",69398,24709
"Warren County, Georgia",5259,21372
"Wayne County, Georgia",29959,22448
"White County, Georgia",29962,27236
"Wilkes County, Georgia",9797,21030
"Harrison County, Texas",66547,26298
"Hays County, Texas",222827,32430
"Hidalgo County, Texas",861137,19992
"Hood County, Texas",60025,33482
"Howard County, Texas",36213,26605
"Hutchinson County, Texas",21105,25849
"Jackson County, Texas",14822,28688
"Jefferson County, Texas",253136,28213
"Johnson County, Texas",171359,32867
"Loving County, Texas",117,42829
"Lynn County, Texas",5886,24794
"McMullen County, Texas",724,35350
"Martin County, Texas",5676,32893
"Maverick County, Texas",58098,20643
"Midland County, Texas",171238,40719
"Mitchell County, Texas",8256,26803
"Moore County, Texas",21169,30909
"Nacogdoches County, Texas",65080,21516
"Nolan County, Texas",14901,22951
"Oldham County, Texas",2110,28578
"Panola County, Texas",23186,25509
"Pecos County, Texas",15725,30068
"Presidio County, Texas",6808,15806
"Reagan County, Texas",3766,35684
"Reeves County, Texas",15546,25357
"Robertson County, Texas",17094,24423
"Rusk County, Texas",53988,28070
"San Jacinto County, Texas",28574,24332
"Schleicher County, Texas",2898,25281
"Shelby County, Texas",25263,22585
"Val Verde County, Texas",49018,22205
"Walker County, Texas",72295,25880
"Washington County, Texas",35275,30073
"Wheeler County, Texas",5187,27150
"Willacy County, Texas",21419,19092
"Winkler County, Texas",7822,32742
"Yoakum County, Texas",8612,35214
"Zavala County, Texas",11930,16621
"Jefferson Davis County, Mississippi",11182,19868
"Jones County, Mississippi",68307,24948
"Lafayette County, Mississippi",54059,23242
"Lauderdale County, Mississippi",75557,23204
"Lawrence County, Mississippi",12595,26521
"Lee County, Mississippi",85304,27479
"Leflore County, Mississippi",28764,18556
"Lowndes County, Mississippi",58896,27096
"Madison County, Mississippi",105482,37558
"Marshall County, Mississippi",35502,25002
"Monroe County, Mississippi",35559,24380
"Neshoba County, Mississippi",29250,21590
"Noxubee County, Mississippi",10566,19535
"Oktibbeha County, Mississippi",49593,18947
"Pearl River County, Mississippi",55512,25313
"Perry County, Mississippi",11981,21673
"Pontotoc County, Mississippi",31996,25784
"Prentiss County, Mississippi",25155,23082
"Rankin County, Mississippi",154119,34157
"Scott County, Mississippi",28288,21634
"Simpson County, Mississippi",26818,23046
"Stone County, Mississippi",18282,22411
"Sunflower County, Mississippi",25759,17922
"Tate County, Mississippi",28419,27218
"Tippah County, Mississippi",21976,20567
"Tunica County, Mississippi",9807,22422
"Union County, Mississippi",28578,26568
"Warren County, Mississippi",46030,24567
"Washington County, Mississippi",45072,20766
"Webster County, Mississippi",9727,26110
"Wilkinson County, Mississippi",8727,20311
"Yalobusha County, Mississippi",12276,20566
"Yazoo County, Mississippi",28511,16424
"Catron County, New Mexico",3547,23191
"Chaves County, New Mexico",64912,23656
"Cibola County, New Mexico",26763,21102
"Colfax County, New Mexico",12106,23115
"Curry County, New Mexico",49502,26047
"De Baca County, New Mexico",1995,23787
"Doña Ana County, New Mexico",217696,21872
"Eddy County, New Mexico",57865,32289
"Grant County, New Mexico",27391,20432
"Guadalupe County, New Mexico",4336,20946
"Harding County, New Mexico",432,24079
"Hidalgo County, New Mexico",4234,22653
"Lea County, New Mexico",70359,29826
"Lincoln County, New Mexico",19640,24360
"Los Alamos County, New Mexico",18976,66293
"Luna County, New Mexico",24022,17755
"McKinley County, New Mexico",71956,18347
"Mora County, New Mexico",4500,15287
"Otero County, New Mexico",66804,23180
"Quay County, New Mexico",8265,21717
"Rio Arriba County, New Mexico",38962,26025
"Sandoval County, New Mexico",144954,31185
"San Juan County, New Mexico",125608,24788
"Santa Fe County, New Mexico",150319,32407
"Socorro County, New Mexico",16723,17893
"Okfuskee County, Oklahoma",11987,21962
"Okmulgee County, Oklahoma",38553,23663
"Osage County, Oklahoma",47074,28264
"Pawnee County, Oklahoma",16402,26838
"Payne County, Oklahoma",81912,21576
"Pontotoc County, Oklahoma",38385,28933
"Pottawatomie County, Oklahoma",72511,26473
"Roger Mills County, Oklahoma",3635,30617
"Rogers County, Oklahoma",92052,34164
"Sequoyah County, Oklahoma",41687,22917
"Stephens County, Oklahoma",43401,28371
"Tillman County, Oklahoma",7347,23484
"Tulsa County, Oklahoma",650291,31597
"Washington County, Oklahoma",51995,28854
"Washita County, Oklahoma",11066,30199
"Woodward County, Oklahoma",20352,30636
"Baker County, Oregon",16090,26311
"Clackamas County, Oregon",415084,39093
"Clatsop County, Oregon",39656,27884
"Columbia County, Oregon",52117,32129
"Coos County, Oregon",64175,26369
"Crook County, Oregon",23733,28039
"Curry County, Oregon",22889,24790
"Deschutes County, Oregon",191749,32827
"Douglas County, Oregon",110015,25771
"Gilliam County, Oregon",1896,25000
"Grant County, Oregon",7174,27317
"Harney County, Oregon",7310,22792
"Hood River County, Oregon",23270,33668
"Jackson County, Oregon",218781,29311
"Jefferson County, Oregon",24048,27400
"Josephine County, Oregon",87097,23928
"Klamath County, Oregon",67606,25915
"Lake County, Oregon",7896,24308
"Lane County, Oregon",377749,26741
"Lincoln County, Oregon",49336,25904
"Linn County, Oregon",127216,29897
"Malheur County, Oregon",30632,23108
"Marion County, Oregon",343742,29911
"Multnomah County, Oregon",809869,36198
"Sherman County, Oregon",1686,32708
"Tillamook County, Oregon",26782,27377
"Union County, Oregon",26502,26309
"Wallowa County, Oregon",7065,28534
"Washington County, Oregon",595761,40223
"Wheeler County, Oregon",1417,25083
"Bristol County, Rhode Island",48645,37494
"Kent County, Rhode Island",164122,38683
"Providence County, Rhode Island",636161,31346
"Washington County, Rhode Island",126139,37324
"Allegheny County, Pennsylvania",1218380,35044
"Armstrong County, Pennsylvania",65356,28793
"Bedford County, Pennsylvania",48154,26329
"Berks County, Pennsylvania",419062,31677
"Bradford County, Pennsylvania",60721,28029
"Bucks County, Pennsylvania",627668,41559
"Cambria County, Pennsylvania",131611,26848
"Cameron County, Pennsylvania",4512,23133
"Centre County, Pennsylvania",162264,27866
"Worth County, Georgia",20346,26506
"Clearwater County, Idaho",8735,25919
"Elmore County, Idaho",27043,27423
"Gem County, Idaho",17771,25152
"Jefferson County, Idaho",29238,27180
"Kootenai County, Idaho",161676,30017
"Lewis County, Idaho",3850,24810
"Minidoka County, Idaho",20817,26236
"Oneida County, Idaho",4429,28415
"Power County, Idaho",7635,29766
"Twin Falls County, Idaho",86198,26803
"Adams County, Illinois",65670,31638
"Bond County, Illinois",16520,28018
"Bureau County, Illinois",32878,29335
"Cass County, Illinois",12324,31048
"Christian County, Illinois",32705,31180
"Clinton County, Illinois",37549,35410
"Crawford County, Illinois",18833,27027
"De Witt County, Illinois",15764,31261
"DuPage County, Illinois",926005,43245
"Effingham County, Illinois",34151,31375
"Franklin County, Illinois",38688,23978
"Greene County, Illinois",12988,27248
"Hamilton County, Illinois",8151,29603
"Henderson County, Illinois",6737,29453
"Jackson County, Illinois",57517,23224
"Marion County, Illinois",37524,27968
"Massac County, Illinois",14041,24547
"Monroe County, Illinois",34444,42899
"Moultrie County, Illinois",14557,33638
"Peoria County, Illinois",181111,30847
"Pike County, Illinois",15571,27095
"Putnam County, Illinois",5720,32649
"Rock Island County, Illinois",142801,31381
"Saline County, Illinois",23735,26051
"Scott County, Illinois",4982,31773
"Stephenson County, Illinois",44683,28609
"Vermilion County, Illinois",76704,27880
"Washington County, Illinois",13967,36405
"White County, Illinois",13712,25257
"Williamson County, Illinois",66929,29919
"Adair County, Iowa",7048,33335
"Appanoose County, Iowa",12462,24510
"Benton County, Iowa",25558,35665
"Bremer County, Iowa",25032,35202
"Buena Vista County, Iowa",19950,28448
"Carroll County, Iowa",20150,31930
"Cerro Gordo County, Iowa",42672,31479
"Clarke County, Iowa",9383,29507
"Clayton County, Iowa",17527,29890
"Dallas County, Iowa",90418,47228
"Delaware County, Iowa",17107,32782
"Jasper County, Iowa",37032,32414
"Jones County, Iowa",20575,32365
"Kossuth County, Iowa",14864,32915
"Louisa County, Iowa",11125,31221
"Madison County, Iowa",16148,39247
"Marion County, Iowa",33193,33768
"Mitchell County, Iowa",10588,31704
"Montgomery County, Iowa",10016,31071
"Taos County, New Mexico",32759,23116
"Union County, New Mexico",4106,23034
"Valencia County, New Mexico",76518,26373
"Barnes County, North Dakota",10592,32641
"Benson County, North Dakota",6860,26908
"Bottineau County, North Dakota",6418,33425
"Bowman County, North Dakota",3091,34529
"Burleigh County, North Dakota",95509,40724
"Cass County, North Dakota",179937,36539
"Dickey County, North Dakota",4857,35070
"Dunn County, North Dakota",4362,38889
"Eddy County, North Dakota",2262,31168
"Foster County, North Dakota",3231,36763
"Golden Valley County, North Dakota",1796,37111
"Grant County, North Dakota",2318,30503
"Griggs County, North Dakota",2314,32041
"Kidder County, North Dakota",2468,30471
"LaMoure County, North Dakota",4225,36673
"McHenry County, North Dakota",5825,37429
"McIntosh County, North Dakota",2535,31764
"McLean County, North Dakota",9531,38211
"Mercer County, North Dakota",8359,39276
"Mountrail County, North Dakota",10348,38542
"Oliver County, North Dakota",1962,36092
"Pembina County, North Dakota",6850,32586
"Ramsey County, North Dakota",11521,30925
"Ransom County, North Dakota",5258,35867
"Richland County, North Dakota",16245,31742
"Rolette County, North Dakota",14437,30040
"Sheridan County, North Dakota",1289,34539
"Sioux County, North Dakota",4339,21979
"Stark County, North Dakota",31164,41213
"Steele County, North Dakota",1817,44556
"Towner County, North Dakota",2191,34049
"Traill County, North Dakota",7999,37768
"Ward County, North Dakota",68962,37491
"Williams County, North Dakota",36044,43152
"Apache County, Arizona",71714,21970
"Cochise County, Arizona",126442,27362
"Coconino County, Arizona",142254,25357
"Gila County, Arizona",53846,26686
"Graham County, Arizona",38304,25888
"Greenlee County, Arizona",9465,34227
"La Paz County, Arizona",21035,21150
"Maricopa County, Arizona",4412779,34032
"Mohave County, Arizona",210998,25453
"Navajo County, Arizona",110271,22479
"Pima County, Arizona",1038476,28683
"Pinal County, Arizona",447559,30021
"Santa Cruz County, Arizona",46594,23612
"Yavapai County, Arizona",232396,27704
"Yuma County, Arizona",211931,25088
"Allen County, Kansas",12503,25528
"Anderson County, Kansas",7877,26516
"Atchison County, Kansas",16210,23508
"Barber County, Kansas",4493,29351
"Barton County, Kansas",26209,27442
"Bourbon County, Kansas",14539,25318
"Chester County, Pennsylvania",521980,44738
"Clearfield County, Pennsylvania",79466,25844
"Clinton County, Pennsylvania",38549,26221
"Crawford County, Pennsylvania",85074,26795
"Cumberland County, Pennsylvania",251487,37332
"Delaware County, Pennsylvania",565328,36407
"Elk County, Pennsylvania",30077,31244
"Fayette County, Pennsylvania",130329,25994
"Forest County, Pennsylvania",7190,16644
"Fulton County, Pennsylvania",14492,31024
"Greene County, Pennsylvania",36484,27002
"Indiana County, Pennsylvania",84463,23714
"Jefferson County, Pennsylvania",43570,26903
"Lackawanna County, Pennsylvania",210162,28286
"Lancaster County, Pennsylvania",543050,32580
"Lebanon County, Pennsylvania",140410,30894
"Lehigh County, Pennsylvania",367338,31872
"Lycoming County, Pennsylvania",114014,28207
"McKean County, Pennsylvania",41021,26298
"Mercer County, Pennsylvania",110519,26238
"Monroe County, Pennsylvania",168824,30763
"Montgomery County, Pennsylvania",827180,43787
"Montour County, Pennsylvania",18178,31163
"Northampton County, Pennsylvania",304233,33739
"Northumberland County, Pennsylvania",91234,27503
"Perry County, Pennsylvania",46133,35567
"Philadelphia County, Pennsylvania",1581531,27331
"Pike County, Pennsylvania",55660,31866
"Potter County, Pennsylvania",16685,25923
"Schuylkill County, Pennsylvania",141935,28769
"Snyder County, Pennsylvania",40452,28970
"Somerset County, Pennsylvania",73844,26773
"Sullivan County, Pennsylvania",6038,26913
"Susquehanna County, Pennsylvania",40604,30047
"Tioga County, Pennsylvania",40759,25811
"Union County, Pennsylvania",44831,23446
"Venango County, Pennsylvania",51355,27053
"Warren County, Pennsylvania",39466,27689
"Washington County, Pennsylvania",207081,32651
"Wayne County, Pennsylvania",51268,27199
"Wyoming County, Pennsylvania",27078,29067
"York County, Pennsylvania",447628,34167
"Abbeville County, South Carolina",24582,25206
"Allendale County, South Carolina",8789,18303
"Anderson County, South Carolina",200183,27206
"Barnwell County, South Carolina",21170,24457
"Beaufort County, South Carolina",189732,33253
"Calhoun County, South Carolina",14608,26463
"Charleston County, South Carolina",407543,36619
"Chester County, South Carolina",32260,24252
"Chesterfield County, South Carolina",45833,22669
"Colleton County, South Carolina",37624,22830
"Darlington County, South Carolina",66858,21960
"Dillon County, South Carolina",30473,20009
"Edgefield County, South Carolina",27021,24677
"Fairfield County, South Carolina",22406,25890
"Georgetown County, South Carolina",62150,26331
"O'Brien County, Iowa",13796,31135
"Palo Alto County, Iowa",8941,31108
"Polk County, Iowa",485418,37225
"Poweshiek County, Iowa",18391,30637
"Scott County, Iowa",172938,34929
"Story County, Iowa",97355,25190
"Taylor County, Iowa",6160,30394
"Wapello County, Iowa",35102,27820
"Wayne County, Iowa",6426,30461
"Winnebago County, Iowa",10474,30590
"Worth County, Iowa",7422,32488
"Anne Arundel County, Maryland",575421,48003
"Calvert County, Maryland",92094,49961
"Cecil County, Maryland",102889,36824
"Frederick County, Maryland",255955,45373
"Howard County, Maryland",322407,58164
"Montgomery County, Maryland",1047661,50040
"St. Mary's County, Maryland",113182,43851
"Cheboygan County, Michigan",25435,26099
"Clinton County, Michigan",78957,35936
"Dickinson County, Michigan",25373,31510
"Emmet County, Michigan",33175,30075
"Gogebic County, Michigan",14715,24474
"Hillsdale County, Michigan",45707,27211
"Ingham County, Michigan",290923,27065
"Iosco County, Michigan",25213,24139
"Jackson County, Michigan",158174,29056
"Kent County, Michigan",652617,32002
"Lapeer County, Michigan",87975,31276
"Lenawee County, Michigan",98310,29355
"Mackinac County, Michigan",10781,25329
"Marquette County, Michigan",66403,27352
"Menominee County, Michigan",22902,26804
"Missaukee County, Michigan",15075,25757
"Montmorency County, Michigan",9270,25310
"Oakland County, Michigan",1255340,40638
"Ontonagon County, Michigan",5802,23756
"Otsego County, Michigan",24613,27431
"Presque Isle County, Michigan",12687,25963
"St. Clair County, Michigan",159285,30097
"Schoolcraft County, Michigan",8031,24686
"Van Buren County, Michigan",75416,27929
"George County, Mississippi",24098,24386
"Hancock County, Mississippi",47339,29959
"Holmes County, Mississippi",17414,16579
"Itawamba County, Mississippi",23396,25310
"Jefferson County, Mississippi",7129,18497
"Kemper County, Mississippi",9829,20560
"Lamar County, Mississippi",62693,30329
"Leake County, Mississippi",22791,22279
"Lincoln County, Mississippi",34197,25478
"Marion County, Mississippi",24785,20794
"Montgomery County, Mississippi",9956,20621
"Newton County, Mississippi",21215,25034
"Panola County, Mississippi",34079,21733
"Pike County, Mississippi",39365,19101
"Quitman County, Mississippi",7038,17094
"Sharkey County, Mississippi",4427,21807
"Smith County, Mississippi",15919,23650
"Butler County, Kansas",66890,32922
"Chautauqua County, Kansas",3280,21857
"Cherokee County, Kansas",20017,25254
"Clark County, Kansas",2006,30286
"Clay County, Kansas",8030,29810
"Coffey County, Kansas",8218,31463
"Comanche County, Kansas",1759,29447
"Crawford County, Kansas",38874,24365
"Dickinson County, Kansas",18614,29338
"Doniphan County, Kansas",7616,25320
"Edwards County, Kansas",2822,30038
"Elk County, Kansas",2502,23410
"Ellsworth County, Kansas",6176,28942
"Finney County, Kansas",36451,31825
"Franklin County, Kansas",25643,30936
"Geary County, Kansas",33309,30821
"Graham County, Kansas",2464,29098
"Gray County, Kansas",6020,34106
"Greeley County, Kansas",1156,30066
"Hamilton County, Kansas",2552,35179
"Harper County, Kansas",5506,28037
"Haskell County, Kansas",3990,30232
"Hodgeman County, Kansas",1872,31335
"Jefferson County, Kansas",18974,36641
"Johnson County, Kansas",597574,45092
"Kearny County, Kansas",3863,28801
"Kiowa County, Kansas",2483,26978
"Labette County, Kansas",19938,26760
"Leavenworth County, Kansas",81499,33885
"Lincoln County, Kansas",3013,28266
"Logan County, Kansas",2789,26239
"McPherson County, Kansas",28557,30603
"Marion County, Kansas",11865,25948
"Meade County, Kansas",4120,33184
"Miami County, Kansas",33740,37143
"Montgomery County, Kansas",32114,25125
"Morris County, Kansas",5551,30787
"Nemaha County, Kansas",10109,29505
"Neosho County, Kansas",16008,27291
"Norton County, Kansas",5416,24459
"Osborne County, Kansas",3494,30123
"Ottawa County, Kansas",5776,31891
"Pawnee County, Kansas",6539,25654
"Phillips County, Kansas",5297,29707
"Pottawatomie County, Kansas",24203,36304
"Pratt County, Kansas",9324,26836
"Rawlins County, Kansas",2490,30242
"Reno County, Kansas",62421,27535
"Republic County, Kansas",4607,29635
"Rice County, Kansas",9532,26372
"Riley County, Kansas",74059,23679
"Rooks County, Kansas",4985,28503
"Rush County, Kansas",2953,28207
"Russell County, Kansas",6896,25595
"Saline County, Kansas",54384,29239
"Scott County, Kansas",4893,28350
"Sedgwick County, Kansas",515416,31071
"Seward County, Kansas",21902,29024
"Shawnee County, Kansas",177293,33261
"Sheridan County, Kansas",2515,35785
"Hampton County, South Carolina",19223,22715
"Horry County, South Carolina",344186,26499
"Kershaw County, South Carolina",65926,28152
"Lancaster County, South Carolina",95378,30885
"Laurens County, South Carolina",66990,23170
"Lexington County, South Carolina",295033,32756
"McCormick County, South Carolina",9495,24560
"Marlboro County, South Carolina",26376,18528
"Newberry County, South Carolina",38329,24997
"Orangeburg County, South Carolina",86953,20608
"Pickens County, South Carolina",125381,24493
"Saluda County, South Carolina",20292,22195
"Spartanburg County, South Carolina",313791,27305
"Union County, South Carolina",27325,22129
"Williamsburg County, South Carolina",30810,21126
"York County, South Carolina",273887,33803
"Beadle County, South Dakota",18338,31100
"Bennett County, South Dakota",3430,25227
"Brookings County, South Dakota",35115,27946
"Brown County, South Dakota",38988,33056
"Buffalo County, South Dakota",2005,14167
"Butte County, South Dakota",10295,26310
"Campbell County, South Dakota",1458,33452
"Charles Mix County, South Dakota",9324,25839
"Clark County, South Dakota",3715,26908
"Clay County, South Dakota",14076,20943
"Codington County, South Dakota",28133,31155
"Corson County, South Dakota",4106,21906
"Custer County, South Dakota",8826,33070
"Davison County, South Dakota",19890,30589
"Day County, South Dakota",5452,30316
"Deuel County, South Dakota",4309,32382
"Dewey County, South Dakota",5841,25721
"Douglas County, South Dakota",2913,29457
"Edmunds County, South Dakota",3876,35025
"Fall River County, South Dakota",6721,26651
"Faulk County, South Dakota",2315,27079
"Grant County, South Dakota",7125,32799
"Gregory County, South Dakota",4193,27003
"Haakon County, South Dakota",1935,27917
"Hamlin County, South Dakota",6104,33503
"Hand County, South Dakota",3064,34149
"Harding County, South Dakota",1178,35984
"Hughes County, South Dakota",17560,39423
"Hyde County, South Dakota",1446,37979
"Jackson County, South Dakota",3296,16172
"Jones County, South Dakota",873,34135
"Kingsbury County, South Dakota",4936,34104
"Greenville County, South Carolina",516126,31241
"Lake County, South Dakota",12747,29959
"Lincoln County, South Dakota",58887,39238
"Lyman County, South Dakota",3831,25169
"McPherson County, South Dakota",2316,26649
"Marshall County, South Dakota",4881,33986
"Mellette County, South Dakota",2065,20039
"Miner County, South Dakota",2213,29810
"Moody County, South Dakota",6508,35014
"Tallahatchie County, Mississippi",14041,16987
"Tishomingo County, Mississippi",19396,21954
"Walthall County, Mississippi",14423,20511
"Wayne County, Mississippi",20344,22014
"Winston County, Mississippi",18116,20623
"Bernalillo County, New Mexico",679037,29656
"Roosevelt County, New Mexico",18723,20625
"San Miguel County, New Mexico",27546,20910
"Sierra County, New Mexico",10988,21172
"Torrance County, New Mexico",15477,21866
"Adams County, North Dakota",2271,30496
"Billings County, North Dakota",886,34239
"Burke County, North Dakota",2142,44583
"Cavalier County, North Dakota",3769,36127
"Divide County, North Dakota",2289,36587
"Emmons County, North Dakota",3262,30817
"Grand Forks County, North Dakota",70243,31642
"Hettinger County, North Dakota",2510,31846
"Logan County, North Dakota",1743,31603
"McKenzie County, North Dakota",13836,42930
"Morton County, North Dakota",31118,38773
"Nelson County, North Dakota",2864,32885
"Pierce County, North Dakota",4061,30625
"Renville County, North Dakota",2387,40332
"Sargent County, North Dakota",3899,41267
"Slope County, North Dakota",788,31944
"Stutsman County, North Dakota",20879,30345
"Walsh County, North Dakota",10642,35523
"Wells County, North Dakota",3889,34268
"Brown County, Kansas",9575,25684
"Chase County, Kansas",2604,26204
"Cheyenne County, Kansas",2639,28233
"Cloud County, Kansas",8831,28663
"Cowley County, Kansas",35090,28338
"Decatur County, Kansas",2826,28239
"Douglas County, Kansas",121304,27283
"Ellis County, Kansas",28747,27720
"Ford County, Kansas",33718,30133
"Gove County, Kansas",2650,30850
"Grant County, Kansas",7324,35992
"Greenwood County, Kansas",6010,27431
"Harvey County, Kansas",34434,30840
"Jackson County, Kansas",13249,31510
"Jewell County, Kansas",2854,23629
"Kingman County, Kansas",7173,30592
"Lane County, Kansas",1523,31344
"Linn County, Kansas",9687,27054
"Lyon County, Kansas",33237,26671
"Marshall County, Kansas",9713,30723
"Mitchell County, Kansas",6053,29908
"Morton County, Kansas",2656,28354
"Ness County, Kansas",2838,30585
"Osage County, Kansas",15855,30558
"Stafford County, Kansas",4125,28666
"Sumner County, Kansas",22928,30056
"Wabaunsee County, Kansas",6877,32231
"Wichita County, Kansas",2112,31452
"Woodson County, Kansas",3117,27743
"Allen County, Kentucky",21065,23611
"Sherman County, Kansas",5904,31116
"Smith County, Kansas",3594,25601
"Stanton County, Kansas",2030,31049
"Stevens County, Kansas",5498,26152
"Thomas County, Kansas",7748,32140
"Trego County, Kansas",2802,32185
"Wallace County, Kansas",1583,31210
"Washington County, Kansas",5474,29331
"Wilson County, Kansas",8600,26897
"Wyandotte County, Kansas",165447,27558
"Adair County, Kentucky",19366,21415
"Anderson County, Kentucky",22580,31561
"Ballard County, Kentucky",7914,25877
"Bath County, Kentucky",12421,24104
"Bell County, Kentucky",26426,16507
"Bourbon County, Kentucky",19998,26072
"Boyd County, Kentucky",47361,26186
"Bracken County, Kentucky",8308,26021
"Breckinridge County, Kentucky",20283,24279
"Bullitt County, Kentucky",80921,32295
"Caldwell County, Kentucky",12679,28373
"Calloway County, Kentucky",38991,21334
"Carlisle County, Kentucky",4738,25793
"Carroll County, Kentucky",10691,23706
"Casey County, Kentucky",15968,17900
"Christian County, Kentucky",71470,27099
"Clay County, Kentucky",20110,17199
"Clinton County, Kentucky",10175,20965
"Cumberland County, Kentucky",6660,19615
"Daviess County, Kentucky",101001,28938
"Elliott County, Kentucky",7461,18621
"Fayette County, Kentucky",322200,30974
"Fleming County, Kentucky",14519,24017
"Franklin County, Kentucky",50744,32657
"Fulton County, Kentucky",6064,20914
"Garrard County, Kentucky",17554,26491
"Grant County, Kentucky",25107,30564
"Grayson County, Kentucky",26313,23464
"Green County, Kentucky",11000,20106
"Hancock County, Kentucky",8748,30737
"Hardin County, Kentucky",109627,31473
"Harrison County, Kentucky",18763,25553
"Henderson County, Kentucky",45550,27985
"Henry County, Kentucky",15999,26073
"Hickman County, Kentucky",4461,23553
"Hopkins County, Kentucky",45044,26395
"Jackson County, Kentucky",13368,17713
"Jefferson County, Kentucky",768419,32123
"Jessamine County, Kentucky",53476,29115
"Johnson County, Kentucky",22427,21161
"Kenton County, Kentucky",166552,33895
"Knott County, Kentucky",15041,17882
"Knox County, Kentucky",31288,17324
"Larue County, Kentucky",14269,25644
"Laurel County, Kentucky",60631,23667
"Lawrence County, Kentucky",15604,20573
"Lee County, Kentucky",7088,14883
"Leslie County, Kentucky",10081,20951
"Letcher County, Kentucky",21936,20683
"Oglala Lakota County, South Dakota",14277,14907
"Perkins County, South Dakota",2996,31067
"Potter County, South Dakota",2311,28628
"Roberts County, South Dakota",10310,26127
"Spink County, South Dakota",6438,33319
"Stanley County, South Dakota",3058,35508
